,Company,TypeName,Ram,Weight,Touchscreen,Ips,ppi,Cpu brand,HDD,SSD,Gpu brand,Price,os
252,Asus,Notebook,4,1.68,0,0,100.4546699,AMD Processor,1000,0,AMD,41051.57,Windows
253,Lenovo,2 in 1 Convertible,8,1.37,1,1,158.4825302,Intel Core i7,0,512,Intel,161842.97,Windows
254,Acer,Notebook,4,3,0,1,127.3356746,Intel Core i3,0,256,Nvidia,61446.06,Windows
255,Dell,Ultrabook,8,1.41,0,0,165.6321181,Intel Core i5,0,256,Intel,83065.97,Windows
256,HP,Notebook,8,1.91,0,0,100.4546699,AMD Processor,0,128,AMD,39029.627,Windows
257,HP,Notebook,16,2.9,0,1,127.3356746,Intel Core i7,1000,0,Nvidia,92694.27,Windows
258,MSI,Gaming,16,4.14,0,0,127.3356746,Intel Core i7,1000,512,Nvidia,218737.47,Windows
259,Lenovo,2 in 1 Convertible,8,2,1,1,141.2119981,Intel Core i7,0,512,Nvidia,148713.47,Windows
260,Dell,Notebook,8,2.8,0,0,127.3356746,Intel Core i7,1000,128,AMD,99959.26,Windows
261,Lenovo,Notebook,4,2.2,0,0,141.2119981,Intel Core i3,0,256,Intel,38863.32,Others/No OS/Linux
262,HP,Notebook,4,2.1,0,1,141.2119981,Intel Core i5,500,0,Intel,63196.66,Windows
263,Dell,Notebook,4,2.18,0,0,141.2119981,Intel Core i5,1000,0,Intel,57507.21,Windows
264,Dell,Notebook,8,2.24,0,0,141.2119981,Intel Core i5,1000,0,AMD,49454.45,Windows
265,Dell,2 in 1 Convertible,8,2.67,1,0,141.2119981,Intel Core i5,0,256,Intel,69936.47,Windows
266,Asus,2 in 1 Convertible,8,1.1,1,0,165.6321181,Intel Core i7,0,1024,Intel,131207.47,Windows
267,Lenovo,Notebook,4,2.2,0,0,141.2119981,Intel Core i5,1000,0,Intel,40876.51,Others/No OS/Linux
268,HP,Notebook,8,2.5,0,0,127.3356746,Intel Core i7,1000,0,Nvidia,89105.54,Windows
269,Lenovo,Notebook,8,2.05,0,0,141.2119981,Intel Core i7,0,256,Intel,77026.4,Windows
270,Apple,Ultrabook,8,1.37,0,1,226.9830047,Intel Core i5,0,512,Intel,171462.517,Mac
271,Asus,Gaming,16,3.2,0,0,127.3356746,AMD Processor,1000,256,AMD,135583.97,Windows
272,Dell,Notebook,8,2.14,0,0,141.2119981,Intel Core i7,0,256,AMD,64340.6771,Others/No OS/Linux
273,Lenovo,2 in 1 Convertible,16,1.36,1,0,209.8006829,Intel Core i7,0,512,Intel,218737.47,Windows
274,HP,Notebook,8,2.2,0,0,100.4546699,Intel Core i7,500,0,Nvidia,71074.36,Windows
275,Dell,Notebook,12,2.3,0,0,100.4546699,Intel Core i7,1000,0,Intel,62415.0171,Windows
276,Dell,Notebook,8,2.8,0,0,127.3356746,Intel Core i7,1000,128,AMD,96195.47,Others/No OS/Linux
277,Acer,Notebook,8,2.2,0,1,141.2119981,Intel Core i7,1000,0,Nvidia,65209.85,Windows
278,Lenovo,Notebook,4,2.8,0,0,106.1130621,Intel Core i3,1000,0,Intel,42802.17,Windows
279,Lenovo,Notebook,8,2.8,0,0,127.3356746,Intel Core i7,2000,0,Nvidia,74312.97,Others/No OS/Linux
280,Lenovo,Notebook,6,2.8,0,0,106.1130621,Intel Core i7,1000,128,Nvidia,75188.27,Windows
281,Dell,Notebook,4,2.25,0,0,141.2119981,Intel Core i3,1000,0,AMD,37462.84,Others/No OS/Linux
282,Lenovo,Gaming,8,2.5,0,1,141.2119981,Intel Core i5,0,256,Nvidia,72562.37,Windows
283,Lenovo,Notebook,6,2.2,0,0,141.2119981,Intel Core i5,0,256,Intel,50679.87,Windows
284,Acer,Notebook,8,3,0,1,141.2119981,Intel Core i7,0,256,Nvidia,83241.03,Windows
285,Acer,Notebook,12,2.15,1,1,141.2119981,Intel Core i7,1000,0,Intel,57682.27,Windows
286,Lenovo,Notebook,8,1.95,0,1,141.2119981,Intel Core i7,0,256,Intel,96020.41,Windows
287,Asus,Ultrabook,8,1.7,0,0,141.2119981,Intel Core i5,0,256,Nvidia,85516.81,Windows
288,Lenovo,Gaming,16,2.5,0,1,141.2119981,Intel Core i7,1000,256,Nvidia,103197.87,Windows
289,Lenovo,Notebook,8,2.2,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,57683.1453,Others/No OS/Linux
290,Acer,Notebook,2,2.19,0,0,100.4546699,Other Intel Processor,0,16,Intel,17418.47,Others/No OS/Linux
291,Asus,Gaming,8,3,0,0,127.3356746,Intel Core i7,1000,0,Nvidia,103898.11,Windows
292,HP,Notebook,8,2.54,0,0,106.1130621,Intel Core i3,1000,0,Intel,42802.17,Windows
293,Dell,Notebook,8,2,0,0,141.2119981,Intel Core i7,0,256,Nvidia,160092.37,Windows
294,Lenovo,Notebook,8,2.05,0,0,141.2119981,Intel Core i5,0,256,Intel,64684.67,Windows
295,Lenovo,Gaming,8,3.2,0,1,141.2119981,Intel Core i7,1000,0,Nvidia,113701.47,Windows
296,Acer,Notebook,8,2.5,0,0,141.2119981,Intel Core i7,0,256,Nvidia,85691.87,Others/No OS/Linux
297,Dell,Workstation,16,3.42,0,0,127.3356746,Intel Core i7,0,256,Nvidia,252511.7958,Windows
298,Lenovo,Notebook,6,2.4,0,0,141.2119981,AMD Processor,1000,0,AMD,43677.47,Windows
299,Asus,Ultrabook,16,1.63,0,0,141.2119981,Intel Core i7,0,512,Nvidia,128494.04,Windows
300,Asus,Notebook,4,1.3,0,0,111.9352036,Intel Core i3,0,128,Intel,44552.77,Windows
301,Asus,Gaming,16,2.9,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,185738.66,Windows
302,Lenovo,Notebook,6,2.8,0,0,106.1130621,Intel Core i5,1000,0,Nvidia,56806.97,Windows
303,Lenovo,Notebook,8,2.2,0,0,100.4546699,Intel Core i5,2000,0,Nvidia,48053.97,Others/No OS/Linux
304,Asus,Gaming,8,2.5,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,110725.45,Windows
305,Lenovo,Notebook,4,2.2,0,0,100.4546699,Other Intel Processor,1000,0,Intel,31509.9247,Others/No OS/Linux
306,HP,2 in 1 Convertible,16,1.28,1,0,165.6321181,Intel Core i7,0,256,Intel,172871.75,Windows
307,HP,Notebook,8,2.2,0,1,141.2119981,Intel Core i7,0,256,Nvidia,91293.79,Windows
308,Lenovo,Notebook,8,2.3,0,0,141.2119981,Intel Core i5,1000,128,Nvidia,71687.07,Windows
309,HP,Notebook,4,1.86,0,0,141.2119981,Intel Core i3,1000,0,Intel,41051.57,Windows
310,Lenovo,Notebook,8,1.1,0,1,165.6321181,Intel Core i5,0,256,Intel,87442.47,Windows
311,Dell,Ultrabook,16,1.21,1,1,331.2642361,Intel Core i7,0,1000,Intel,218737.47,Windows
312,MSI,Gaming,16,2.8,0,1,141.2119981,Intel Core i7,1000,256,Nvidia,183725.47,Windows
313,Acer,Notebook,8,2.23,0,0,141.2119981,AMD Processor,0,256,AMD,41051.57,Windows
314,Asus,2 in 1 Convertible,2,1.1,1,0,135.0942112,Other Intel Processor,0,0,Intel,24070.75,Windows
315,Dell,Notebook,8,2.33,0,0,141.2119981,Intel Core i5,1000,128,AMD,73875.32,Windows
316,HP,2 in 1 Convertible,16,1.29,1,1,331.2642361,Intel Core i7,0,1000,Intel,214360.97,Windows
317,Lenovo,Notebook,4,1.45,0,0,117.8265301,Other Intel Processor,0,0,Intel,40255.047,Others/No OS/Linux
318,HP,Notebook,8,1.95,0,0,157.3505121,Intel Core i5,0,256,Intel,85779.4,Windows
319,Acer,Notebook,4,1.4,0,0,135.0942112,Other Intel Processor,0,0,Intel,42452.05,Windows
320,HP,Notebook,8,1.48,0,0,157.3505121,Intel Core i7,0,256,Intel,113088.76,Windows
321,Lenovo,Notebook,4,2.79,0,0,106.1130621,Intel Core i5,1000,0,Nvidia,51555.17,Windows
322,Asus,Notebook,8,2,0,0,157.3505121,Intel Core i7,0,256,Intel,95757.82,Windows
323,HP,Notebook,8,2.1,0,1,100.4546699,Intel Core i7,1000,0,Intel,78952.06,Windows
324,Acer,Notebook,8,2.2,0,0,100.4546699,AMD Processor,0,256,AMD,57682.27,Windows
325,Lenovo,Notebook,4,1.44,0,0,111.9352036,Other Intel Processor,0,0,Intel,25558.76,Windows
326,Acer,Notebook,6,2.23,0,0,100.4546699,Intel Core i5,1000,0,Intel,48053.97,Windows
327,Asus,Ultrabook,8,1.7,0,0,141.2119981,Intel Core i7,0,256,Nvidia,91897.747,Windows
328,HP,Ultrabook,8,1.26,0,0,176.2325736,Intel Core i7,0,256,Intel,116852.55,Windows
329,Dell,Notebook,32,2.06,1,0,282.4239962,Intel Core i7,0,1000,Nvidia,230991.67,Windows
330,MSI,Gaming,8,2.7,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,104948.47,Windows
331,HP,Notebook,8,2,0,1,141.2119981,Intel Core i5,0,256,Intel,82540.79,Windows
332,Asus,Notebook,8,2,0,0,157.3505121,Intel Core i7,1000,256,Intel,116765.02,Windows
333,Lenovo,Notebook,4,1.85,0,0,141.2119981,Intel Core i3,1000,0,Intel,39300.97,Windows
334,Asus,Gaming,8,2.5,0,0,141.2119981,Intel Core i7,0,256,Nvidia,87442.47,Windows
335,HP,Notebook,8,1.48,0,0,157.3505121,Intel Core i5,0,256,Intel,110988.04,Windows
336,Dell,Ultrabook,8,1.9,0,1,141.2119981,Intel Core i5,1000,128,Nvidia,91818.97,Windows
337,HP,Notebook,8,1.84,0,0,141.2119981,Intel Core i5,0,256,Intel,100134.32,Windows
338,Asus,Notebook,4,2,0,0,100.4546699,Other Intel Processor,1000,0,Intel,24069.8747,Others/No OS/Linux
339,Dell,Notebook,8,2,0,0,141.2119981,Intel Core i5,0,256,Nvidia,100024.9075,Windows
340,Dell,Notebook,4,2.2,0,0,100.4546699,Other Intel Processor,500,0,Intel,24061.997,Others/No OS/Linux
341,Lenovo,Notebook,12,2.2,0,0,141.2119981,AMD Processor,2000,0,AMD,78689.47,Windows
342,HP,Notebook,8,2.1,0,1,141.2119981,Intel Core i3,1000,0,Nvidia,62671.48,Windows
343,Lenovo,2 in 1 Convertible,16,1.4,1,1,316.9650604,Intel Core i7,0,512,Intel,183725.47,Windows
344,Dell,Ultrabook,8,1.2,0,0,165.6321181,Intel Core i7,0,256,Intel,138209.87,Windows
345,Lenovo,Gaming,16,2.4,0,1,141.2119981,Intel Core i7,2000,256,Nvidia,98821.37,Windows
346,HP,Notebook,2,1.44,0,0,111.9352036,Other Intel Processor,0,0,Intel,24420.87,Windows
347,Dell,Ultrabook,16,1.88,0,0,141.2119981,Intel Core i7,0,768,Intel,140744.7388,Windows
348,Asus,2 in 1 Convertible,4,1.5,1,0,135.0942112,Other Intel Processor,0,0,Intel,32823.75,Windows
349,Dell,Ultrabook,8,1.9,0,0,141.2119981,Intel Core i5,1000,0,AMD,58032.39,Windows
350,Dell,Notebook,16,2.06,1,0,282.4239962,Intel Core i7,0,512,Nvidia,177460.0726,Windows
351,HP,Notebook,8,1.84,0,0,141.2119981,Intel Core i7,0,256,Intel,114139.12,Windows
352,MSI,Gaming,8,2.7,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,123329.77,Windows
353,HP,Workstation,8,2.6,0,0,141.2119981,Intel Core i7,0,256,Nvidia,152150.7731,Windows
354,HP,Notebook,16,2.4,0,1,141.2119981,Intel Core i7,0,512,Nvidia,122804.59,Windows
355,Dell,Notebook,8,2.02,0,0,141.2119981,Intel Core i7,2000,128,AMD,84982.877,Windows
356,Lenovo,Notebook,4,2.2,0,0,100.4546699,Other Intel Processor,1000,0,Intel,28183.7847,Others/No OS/Linux
357,Dell,Gaming,8,2.65,0,0,141.2119981,Intel Core i5,1000,0,Nvidia,87442.47,Windows
358,Dell,Notebook,8,2.36,1,0,100.4546699,Intel Core i5,2000,0,Intel,48786.5961,Windows
359,Dell,Notebook,8,1.36,0,0,157.3505121,Intel Core i5,0,256,Intel,124905.31,Windows
360,HP,Notebook,4,1.86,0,0,100.4546699,Intel Core i3,500,0,Intel,38425.67,Windows
361,Asus,Notebook,8,2,0,0,157.3505121,Intel Core i5,0,256,Intel,82715.85,Windows
362,Lenovo,Notebook,6,2.8,0,0,106.1130621,Intel Core i5,1000,128,Nvidia,62934.07,Windows
363,HP,Notebook,8,1.86,0,0,141.2119981,Intel Core i5,1000,0,Intel,55931.67,Windows
364,Lenovo,Notebook,8,2.2,0,0,100.4546699,Intel Core i3,0,256,Nvidia,43677.47,Others/No OS/Linux
365,HP,Notebook,8,2.04,0,0,100.4546699,Other Intel Processor,2000,0,Intel,34049.17,Windows
366,Dell,Notebook,8,2.8,0,0,127.3356746,Intel Core i5,1000,128,AMD,94970.05,Windows
367,Lenovo,Gaming,8,2.4,0,1,141.2119981,Intel Core i5,1000,128,Nvidia,70811.77,Others/No OS/Linux
368,Dell,Notebook,8,2.33,0,0,141.2119981,Intel Core i7,0,256,AMD,78689.47,Windows
369,HP,Ultrabook,8,1.36,0,1,157.3505121,Intel Core i7,0,256,Intel,153177.5,Windows
370,Asus,2 in 1 Convertible,12,2.26,1,0,141.2119981,Intel Core i7,2000,512,Nvidia,96195.47,Windows
371,Acer,Notebook,4,2.1,0,0,100.4546699,AMD Processor,0,128,AMD,37287.78,Windows
372,Asus,Gaming,16,3.25,0,1,127.3356746,AMD Processor,1000,256,AMD,192478.47,Windows
373,Lenovo,Notebook,4,2.6,0,0,106.1130621,AMD Processor,0,128,AMD,42802.17,Windows
374,Dell,2 in 1 Convertible,8,1.62,1,0,165.6321181,Intel Core i7,0,256,Intel,76064.4453,Windows
375,HP,Notebook,4,1.91,0,0,141.2119981,AMD Processor,0,256,AMD,42801.2947,Windows
376,Lenovo,Netbook,4,1.59,0,1,135.0942112,Other Intel Processor,0,128,Intel,48404.09,Windows
377,Dell,Notebook,4,1.8,0,0,100.4546699,Other Intel Processor,500,0,Intel,27046.77,Windows
378,Asus,Notebook,4,1.5,0,0,111.9352036,Other Intel Processor,0,0,Intel,25033.58,Windows
379,Acer,Notebook,8,2.4,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,74050.38,Others/No OS/Linux
380,HP,Gaming,8,3.35,0,1,127.3356746,Intel Core i7,1000,128,Nvidia,104248.23,Windows
381,Lenovo,Notebook,4,1.85,0,0,141.2119981,Intel Core i3,0,128,Intel,35318.355,Others/No OS/Linux
382,Asus,Gaming,8,2.3,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,144862.15,Windows
383,Lenovo,Notebook,8,1.5,0,1,157.3505121,Intel Core i5,0,256,Nvidia,96195.47,Windows
384,Asus,Ultrabook,16,1.1,1,0,165.6321181,Intel Core i7,0,512,Intel,153081.217,Windows
385,Lenovo,Ultrabook,8,1.13,0,1,209.8006829,Intel Core i7,0,512,Intel,199743.46,Windows
386,Lenovo,Notebook,4,1.5,0,1,165.6321181,Intel Core i3,0,128,Intel,48053.97,Windows
387,Dell,Workstation,8,2.23,0,0,141.2119981,Intel Core i5,500,0,AMD,119828.57,Windows
388,Dell,Workstation,8,2,0,1,141.2119981,Intel Core i7,0,256,Nvidia,186876.55,Windows
389,Lenovo,2 in 1 Convertible,16,1.42,1,0,209.8006829,Intel Core i7,0,512,Intel,219612.77,Windows
390,Asus,Gaming,8,3,0,0,127.3356746,Intel Core i7,1000,0,Nvidia,90943.67,Windows
391,Asus,Gaming,16,3,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,139260.23,Windows
392,Acer,Notebook,12,2.2,0,1,100.4546699,Intel Core i5,1000,0,Nvidia,60744.9447,Windows
393,MSI,Gaming,8,2.7,0,0,127.3356746,Intel Core i7,0,256,Nvidia,118077.97,Windows
394,Dell,Notebook,8,2.33,0,0,141.2119981,Intel Core i7,0,256,AMD,68174.4911,Others/No OS/Linux
395,HP,Ultrabook,4,1.91,0,0,141.2119981,AMD Processor,0,256,AMD,43677.47,Windows
396,Lenovo,Notebook,8,2.1,0,1,141.2119981,Intel Core i7,0,256,AMD,107623.3868,Windows
397,Lenovo,Notebook,8,1.9,0,1,157.3505121,Intel Core i5,0,256,Intel,82103.14,Windows
398,Dell,Workstation,8,1.78,1,0,282.4239962,Intel Core i7,0,256,Nvidia,237381.36,Windows
399,Lenovo,Ultrabook,16,1.13,0,1,209.8006829,Intel Core i7,0,1000,Intel,229766.25,Windows
400,Lenovo,Notebook,4,2.2,0,0,100.4546699,Other Intel Processor,1000,0,Intel,26784.18,Windows
401,Asus,Gaming,16,2.9,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,133833.37,Windows
402,Lenovo,Notebook,8,2.1,0,1,141.2119981,Intel Core i5,1000,256,AMD,100178.085,Windows
403,Acer,Notebook,8,2.5,0,0,141.2119981,Intel Core i7,0,256,Nvidia,76938.87,Others/No OS/Linux
404,MSI,Gaming,16,2.8,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,196854.97,Windows
405,Asus,Ultrabook,8,1.1,0,0,157.3505121,Intel Core i7,0,512,Intel,163943.69,Windows
406,HP,Ultrabook,16,1.2,0,0,165.6321181,Intel Core i7,0,512,Intel,152914.91,Windows
407,Dell,Ultrabook,8,1.36,0,0,157.3505121,Intel Core i7,0,512,Intel,147050.4,Windows
408,Lenovo,Notebook,4,2.2,0,0,141.2119981,Intel Core i3,500,0,Intel,35799.77,Windows
409,Lenovo,Notebook,2,1.15,0,0,135.0942112,Other Intel Processor,0,0,Intel,26648.5085,Windows
410,Lenovo,Workstation,8,2.67,0,0,141.2119981,Intel Core i7,0,512,Nvidia,168495.25,Windows
411,Lenovo,Ultrabook,8,1.7,0,1,209.8006829,Intel Core i7,0,512,Nvidia,170070.79,Windows
412,HP,Notebook,4,2.1,0,0,141.2119981,Intel Core i3,1000,0,AMD,41051.57,Windows
413,Acer,2 in 1 Convertible,8,1.6,1,1,165.6321181,Intel Core i7,0,256,Intel,69062.0453,Windows
414,Asus,2 in 1 Convertible,8,1.27,1,1,165.6321181,Intel Core i5,0,256,Intel,81227.84,Windows
415,Dell,Notebook,4,2.3,0,0,141.2119981,Intel Core i5,0,256,AMD,52421.717,Others/No OS/Linux
416,Dell,Notebook,4,1.65,0,0,117.8265301,Intel Core i3,0,128,Intel,60308.17,Windows
417,HP,Ultrabook,8,1.43,0,0,157.3505121,Intel Core i7,0,256,Intel,131295,Windows
418,Dell,Notebook,8,2.14,0,0,100.4546699,Intel Core i5,1000,0,Intel,47261.8235,Windows
419,Lenovo,Ultrabook,8,1.75,0,1,157.3505121,Intel Core i7,0,256,AMD,106382.2114,Windows
420,Lenovo,2 in 1 Convertible,16,2,1,1,282.4239962,Intel Core i7,0,512,Nvidia,166219.47,Windows
421,Chuwi,Notebook,6,1.4,0,1,267.338436,Other Intel Processor,0,0,Intel,39300.97,Windows
422,HP,Notebook,8,2.31,0,0,141.2119981,Intel Core i7,0,256,Intel,124905.31,Windows
423,Asus,Notebook,8,2.3,0,0,141.2119981,Intel Core i3,1000,0,Nvidia,52255.41,Others/No OS/Linux
424,Dell,Gaming,16,4.42,0,1,169.7808994,Intel Core i7,1000,256,Nvidia,244996.47,Windows
425,Dell,Gaming,8,2.62,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,101447.27,Windows
426,Dell,Notebook,8,2.02,0,0,141.2119981,Intel Core i7,2000,256,AMD,99994.272,Windows
427,Dell,Ultrabook,8,1.6,0,0,157.3505121,Intel Core i7,0,256,Intel,96195.47,Others/No OS/Linux
428,HP,Gaming,12,3.35,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,174972.47,Windows
429,Mediacom,2 in 1 Convertible,4,1.16,1,1,189.9057905,Other Intel Processor,0,32,Intel,26171.47,Windows
430,Samsung,Netbook,4,1.15,0,0,135.0942112,Other Intel Processor,0,0,Intel,23545.57,Others/No OS/Linux
431,Lenovo,Notebook,8,1.4,0,1,165.6321181,Intel Core i7,0,256,Intel,88405.3,Windows
432,Lenovo,Notebook,4,1.7,0,1,157.3505121,Intel Core i3,0,128,Intel,52430.47,Windows
433,Lenovo,Workstation,16,2.3,0,1,282.4239962,Intel Core i7,0,512,Nvidia,214010.85,Windows
434,Lenovo,Notebook,16,2.5,0,0,141.2119981,Intel Core i7,0,512,Nvidia,214360.97,Windows
435,Asus,Gaming,8,3.2,0,0,127.3356746,AMD Processor,1000,256,AMD,148363.35,Windows
436,HP,Notebook,4,2.1,0,0,100.4546699,Other Intel Processor,500,0,Intel,30372.91,Windows
437,Google,Ultrabook,16,1.1,1,0,234.5074,Intel Core i7,0,512,Intel,192478.47,Others/No OS/Linux
438,Lenovo,Ultrabook,24,1.32,0,0,209.8006829,Intel Core i7,0,512,Intel,208496.46,Windows
439,Asus,Notebook,4,2,0,0,141.2119981,Intel Core i5,0,256,Intel,48929.27,Others/No OS/Linux
440,Lenovo,Notebook,8,2.8,0,0,106.1130621,AMD Processor,1000,0,AMD,45428.07,Windows
441,Dell,Notebook,4,2.2,0,0,141.2119981,Intel Core i5,0,256,AMD,65559.97,Windows
442,Lenovo,Ultrabook,8,1.36,0,1,176.2325736,Intel Core i5,0,256,Intel,125080.37,Windows
443,Lenovo,Notebook,4,2.2,0,0,141.2119981,Other Intel Processor,0,128,Intel,30547.97,Windows
444,HP,Gaming,8,2.2,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,96195.47,Windows
445,Dell,Notebook,8,1.64,0,0,157.3505121,Intel Core i5,0,256,Nvidia,103197.87,Windows
446,Acer,Notebook,4,2.4,0,0,100.4546699,Intel Core i5,500,0,Intel,38670.754,Others/No OS/Linux
447,Dell,Workstation,8,2.23,0,0,141.2119981,Other Intel Processor,1000,0,Nvidia,174447.29,Windows
448,MSI,Gaming,8,2.2,0,0,141.2119981,Intel Core i5,0,256,Nvidia,89958.0822,Windows
449,Microsoft,Ultrabook,16,1.25,1,0,200.8425599,Intel Core i7,0,512,Intel,226615.17,Windows
450,HP,Notebook,8,1.91,0,0,100.4546699,Intel Core i5,0,128,Intel,51555.17,Windows
451,Dell,Workstation,16,2.17,0,1,141.2119981,Intel Core i7,0,256,Nvidia,172871.75,Windows
452,HP,Workstation,8,2.31,0,1,141.2119981,Intel Core i7,0,512,Intel,134271.02,Windows
453,Lenovo,Notebook,8,1.65,0,0,157.3505121,Intel Core i5,0,256,Intel,117727.85,Windows
454,Dell,Notebook,8,2.36,0,0,141.2119981,Intel Core i7,1000,128,AMD,85691.87,Windows
455,Dell,2 in 1 Convertible,4,1.47,1,0,135.0942112,Other Intel Processor,500,0,Intel,41926.87,Windows
456,Dell,Notebook,8,4.42,0,1,127.3356746,Intel Core i7,1000,0,Nvidia,179086.38,Windows
457,Microsoft,Ultrabook,4,1.252,1,0,200.8425599,Other Intel Processor,0,128,Intel,86567.17,Windows
458,Microsoft,Ultrabook,8,1.25,1,0,200.8425599,Intel Core i7,0,256,Intel,157466.47,Windows
459,HP,Notebook,8,2.5,0,0,106.1130621,Intel Core i3,0,256,Intel,56010.447,Windows
460,Acer,Notebook,4,2.23,0,0,141.2119981,Intel Core i3,1000,0,Nvidia,47616.32,Windows
461,Acer,Netbook,4,1.4,0,0,135.0942112,Other Intel Processor,0,128,Intel,38075.55,Windows
462,Asus,Notebook,8,2.37,0,0,141.2119981,Intel Core i5,1000,0,Intel,65559.97,Windows
463,Lenovo,Notebook,8,1.5,0,1,157.3505121,Intel Core i7,0,512,AMD,69936.47,Others/No OS/Linux
464,Lenovo,Notebook,8,2.67,0,0,141.2119981,Intel Core i7,0,256,Nvidia,182937.7,Windows
465,Asus,Notebook,4,2,0,0,100.4546699,Other Intel Processor,500,0,Intel,26609.12,Windows
466,Acer,Notebook,4,2.2,0,0,100.4546699,Intel Core i3,500,0,Nvidia,41051.57,Windows
467,Dell,Notebook,8,2.02,0,0,141.2119981,Intel Core i5,2000,0,AMD,66435.27,Windows
468,HP,Gaming,12,3.78,0,1,127.3356746,Intel Core i7,1000,0,Nvidia,148713.47,Windows
469,Lenovo,Ultrabook,12,1.4,0,1,209.8006829,Intel Core i7,0,256,Intel,162630.74,Windows
470,HP,2 in 1 Convertible,8,1.29,1,1,331.2642361,Intel Core i7,0,512,Intel,174972.47,Windows
471,HP,Notebook,8,1.9,0,0,141.2119981,Intel Core i5,500,0,AMD,101009.62,Windows
472,Google,Ultrabook,8,1.1,1,0,234.5074,Intel Core i5,0,128,Intel,111600.75,Others/No OS/Linux
473,Dell,Ultrabook,8,1.42,1,0,165.6321181,Intel Core i5,0,256,Intel,161217.1305,Windows
474,Asus,Notebook,12,2.06,0,1,282.4239962,Intel Core i7,1000,128,Intel,113701.47,Windows
475,Dell,Notebook,8,1.79,0,0,111.9352036,Intel Core i3,0,128,Intel,64772.2,Windows
476,Dell,Workstation,8,1.78,0,0,141.2119981,Intel Core i7,0,256,Nvidia,210772.24,Windows
477,Lenovo,Notebook,8,1.7,0,0,157.3505121,Intel Core i5,0,180,Intel,119390.92,Windows
478,Dell,Notebook,8,2.2,0,0,141.2119981,Intel Core i5,1000,0,AMD,59082.75,Windows
479,HP,Notebook,8,1.05,0,1,165.6321181,Intel Core i5,0,256,Intel,146350.16,Windows
480,Dell,Notebook,8,2.16,0,1,141.2119981,Intel Core i7,0,512,Nvidia,110462.86,Windows
481,Dell,Notebook,4,2.18,0,0,100.4546699,Intel Core i3,1000,0,Intel,51345.098,Windows
482,HP,Notebook,4,1.49,0,1,165.6321181,Intel Core i5,0,128,Intel,63546.78,Windows
483,Chuwi,Notebook,4,1.89,0,0,141.2119981,Other Intel Processor,0,0,Intel,21786.217,Windows
484,Lenovo,Notebook,4,2.3,0,0,100.4546699,Intel Core i3,0,128,Intel,49454.45,Windows
485,Lenovo,Notebook,8,1.75,0,1,157.3505121,Intel Core i5,0,256,Intel,91818.97,Windows
486,Dell,Workstation,16,2.17,0,1,141.2119981,Intel Core i7,0,512,Nvidia,204645.14,Windows
487,Dell,Notebook,16,2.06,0,0,141.2119981,Intel Core i7,0,512,Nvidia,166219.47,Windows
488,Lenovo,Ultrabook,16,1.36,0,1,176.2325736,Intel Core i7,0,512,Intel,157378.94,Windows
489,Asus,Ultrabook,16,0.91,0,0,176.2325736,Intel Core i7,0,512,Intel,170683.5,Windows
490,Lenovo,Notebook,8,2.3,0,1,141.2119981,Intel Core i5,0,256,Nvidia,88579.4847,Windows
491,HP,Ultrabook,32,1.05,1,0,165.6321181,Intel Core i7,0,512,Intel,244996.47,Windows
492,Asus,Gaming,8,1.99,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,118165.5,Windows
493,Acer,Notebook,8,2.2,0,0,100.4546699,AMD Processor,1000,0,AMD,50679.87,Windows
494,Asus,Gaming,24,4.33,1,1,127.3356746,Intel Core i7,1000,256,Nvidia,111075.57,Windows
495,Lenovo,Ultrabook,8,1.3,0,1,125.367428,Intel Core i5,0,180,Intel,96195.47,Windows
496,Lenovo,Notebook,8,2.17,0,0,141.2119981,Intel Core i7,0,256,Intel,78680.717,Windows
497,HP,Notebook,8,1.48,0,0,157.3505121,Intel Core i7,0,1000,Intel,153089.97,Windows
498,Lenovo,Notebook,8,1.4,0,1,165.6321181,Intel Core i3,0,256,Intel,83065.97,Windows
499,Lenovo,Notebook,8,2.3,0,1,141.2119981,Intel Core i5,0,256,Intel,79739.83,Windows
500,Asus,Netbook,4,1.2,0,0,135.0942112,Other Intel Processor,0,0,Intel,29760.2,Windows
501,HP,Notebook,8,1.91,0,0,100.4546699,Intel Core i5,0,256,AMD,54180.1947,Windows
502,Lenovo,2 in 1 Convertible,8,1.4,1,1,158.4825302,Intel Core i5,0,256,Intel,139960.47,Windows
503,Lenovo,Notebook,4,2.1,0,0,111.9352036,Other Intel Processor,500,0,Intel,26171.47,Windows
